1	498254340310966273	0	1	1	0	0	0	00001034	0000042	0005356	1	000516	0003005	00000	552283163	0
1	498254340310966273	2	1	1	0	0	0	00001080	0000042	0005498	1	000526	0003149	00000	552283163	0
1	498254340310966273	1	3	1	0	0	0	00001639	0000020	0080221	1	002001	0012214	10681	59346212	1
1	498254340310966273	3	4	0	0	0	0	00006612	0000179	0090289	1	000427	0023243	82696	24793165	0
1	498254340310966273	3	1	1	0	0	0	00001070	0000042	0005459	1	000525	0003100	00000	552283163	0
1	498254340310966273	1	3	1	0	0	0	00001639	0000020	0080221	1	002001	0012214	10681	59346212	1
1	498254340310966273	1	5	1	0	0	0	00000956	0000036	0022177	1	002001	0002271	66056	564825956	0
1	498254340310966273	5	6	1	0	0	0	00003466	0000164	0220463	1	003806	0060155	06357	427062600	0
1	498254340310966273	6	5	1	0	0	0	00000956	0000036	0022177	1	002001	0002271	66056	564825956	0
1	498254340310966273	5	6	1	0	0	0	00003466	0000164	0220463	1	003806	0060155	06357	427062600	0
1	498254340310966273	5	6	1	0	0	0	00003466	0000164	0220463	1	003806	0060155	06357	427062600	0
1	498254340310966273	6	5	1	0	0	0	00000956	0000036	0022177	1	002001	0002271	66056	564825956	0
1	498254340310966273	6	7	1	0	0	0	00004239	0000209	0067296	1	004061	0013960	10042	187396018	1
1	498254340310966273	7	6	1	0	0	0	00003466	0000164	0220463	1	003806	0060155	06357	427062600	0
1	498254340310966273	6	7	1	0	0	0	00004239	0000209	0067296	1	004061	0013960	10042	187396018	1
1	498254340310966273	1	8	1	0	0	0	00000231	0000000	0015419	1	000315	0003565	08372	128747003	0
1	498254340310966273	1	8	1	0	0	0	00000231	0000000	0015419	1	000315	0003565	08372	128747003	0
1	498254340310966273	1	9	1	0	0	0	00000178	0000002	0002601	1	000898	0000983	05474	20886251	0
1	498254340310966273	1	9	1	0	0	0	00000178	0000002	0002601	1	000898	0000983	05474	20886251	0
1	498254340310966273	9	8	1	0	0	0	00000231	0000000	0015419	1	000315	0003565	08372	128747003	0
1	498254340310966273	9	8	1	0	0	0	00000231	0000000	0015419	1	000315	0003565	08372	128747003	0
1	498254340310966273	1	10	1	0	0	0	00000066	0000003	0000964	1	000309	0013132	11151	2364168730	1
1	498254340310966273	11	5	1	0	0	0	00000956	0000036	0022177	1	002001	0002271	66056	564825956	0
1	498254340310966273	9	12	1	0	0	0	00000069	0000000	0002384	1	000074	0000919	77927	824071327	0
1	498254340310966273	1	13	1	0	0	0	00000010	0000001	0000857	1	000044	0000290	22994	2297403132	1
1	498254340310966273	8	9	1	0	0	0	00000178	0000002	0002601	1	000898	0000983	05474	20886251	0
1	498254340310966273	9	1	1	0	0	0	00001070	0000042	0005459	1	000525	0003100	00000	552283163	0
1	498254340310966273	1	8	1	0	0	0	00000231	0000000	0015419	1	000315	0003565	08372	128747003	0
1	498254340310966273	1	9	1	0	0	0	00000178	0000002	0002601	1	000898	0000983	05474	20886251	0
1	498254340310966273	9	8	1	0	0	0	00000231	0000000	0015419	1	000315	0003565	08372	128747003	0
1	498254340310966273	1	9	1	0	0	0	00000178	0000002	0002601	1	000898	0000983	05474	20886251	0
1	498254340310966273	1	9	1	0	0	0	00000178	0000002	0002601	1	000898	0000983	05474	20886251	0
1	498254340310966273	1	9	1	0	0	0	00000178	0000002	0002601	1	000898	0000983	05474	20886251	0
1	498254340310966273	9	1	1	0	0	0	00001070	0000042	0005459	1	000525	0003100	00000	552283163	0
1	498254340310966273	1	9	1	0	0	0	00000178	0000002	0002601	1	000898	0000983	05474	20886251	0
1	498254340310966273	1	9	1	0	0	0	00000178	0000002	0002601	1	000898	0000983	05474	20886251	0
1	498254340310966273	9	8	1	0	0	0	00000231	0000000	0015419	1	000315	0003565	08372	128747003	0
1	498254340310966273	9	8	1	0	0	0	00000231	0000000	0015419	1	000315	0003565	08372	128747003	0
1	498254340310966273	8	9	1	0	0	0	00000178	0000002	0002601	1	000898	0000983	05474	20886251	0
1	498254340310966273	8	9	1	0	0	0	00000178	0000002	0002601	1	000898	0000983	05474	20886251	0
1	498254340310966273	9	8	1	0	0	0	00000231	0000000	0015419	1	000315	0003565	08372	128747003	0
1	498254340310966273	9	8	1	0	0	0	00000231	0000000	0015419	1	000315	0003565	08372	128747003	0
1	498254340310966273	9	1	1	0	0	0	00001070	0000042	0005459	1	000525	0003100	00000	552283163	0
1	498254340310966273	1	9	1	0	0	0	00000178	0000002	0002601	1	000898	0000983	05474	20886251	0
1	498254929942028288	0	1	1	0	0	0	00874288	0001794	0078426	1	001416	0035025	00000	7214972	0
1	498254929942028288	2	1	1	0	0	0	00873021	0001796	0080514	1	001448	0036383	00000	7214972	0
1	498254929942028288	1	3	1	0	0	0	00001222	0000021	0009074	1	001990	0003229	60730	712590698	0
1	498254929942028288	3	4	1	0	0	0	00003114	0000095	0100832	1	002280	0000346	62631	32921077	0
1	498254929942028288	1	5	1	0	0	0	00000067	0000003	0000973	1	000312	0013372	17860	2364168730	1
1	498254929942028288	1	6	1	0	0	0	00000006	0000000	0001349	1	000025	0000023	52575	115921994	0
1	498254929942028288	1	7	1	0	0	0	00000189	0000004	0001451	1	000265	0000623	04299	98983800	0
