1	580317556516483072	0	1	1	0	0	0	00057279	0000969	0014408	1	000383	0000350	00000	2280470022	1
1	580317556516483072	1	2	1	0	0	0	00000210	0000015	0009264	1	000279	0000500	35006	406549143	0
1	580317556516483072	1	3	1	0	0	0	00000141	0000001	0004201	1	000305	0003170	75093	546638842	0
1	580317556516483072	1	4	1	1	0	0	00000089	0000002	0001658	1	001233	0000015	36237	21342445	0
1	580317556516483072	1	5	1	0	0	0	00000227	0000010	0002071	1	000349	0000014	08420	19067172	0
1	580317556516483072	1	6	1	0	0	0	00000109	0000004	0001172	1	000653	0000006	17808	2520839886	0
1	580317556516483072	1	7	1	0	0	0	00000398	0000020	0012728	1	000413	0000004	11756	14215935	0
1	580317556516483072	9	8	1	0	0	0	00001031	0000030	0011025	1	000992	0000301	30486	154988351	0
1	580317998147325952	0	1	1	0	0	0	00008818	0000396	0087411	1	000118	0003036	00000	67345697	0
1	580317998147325952	1	2	1	0	0	0	00000855	0000027	0025681	1	002003	0000924	17298	15841958	0
1	580317998147325952	1	3	1	0	0	0	00000550	0000010	0007215	1	000672	0002541	82943	270390078	0
1	580318020192571392	0	1	1	0	0	0	00010259	0000516	0022201	1	002286	0000406	00000	5867842	0
1	580318020192571392	1	2	1	0	0	0	00000518	0000020	0015607	1	001532	0000219	50317	2459278543	1
1	580318210609696769	0	1	1	0	1	0	00044674	0000957	0013875	1	000733	0000486	00000	26738483	1
1	580318210609696769	1	2	1	0	0	0	00001951	0000106	0064874	1	002069	0009096	46431	32241249	0
1	580318669483413504	0	1	1	0	0	0	00001740	0000058	0005426	1	001432	0000287	00000	78302221	0
1	580318669483413504	1	2	1	0	0	0	00000520	0000020	0015607	1	001532	0000219	60846	2459278543	1
1	580318669483413504	1	3	1	0	0	0	00000086	0000000	0000385	1	000406	0000029	11473	2761348367	0
1	580318669483413504	1	4	1	0	0	0	00002115	0000034	0085913	1	002015	0000386	19014	17814139	0
1	580318669483413504	1	5	1	0	0	0	00000291	0000012	0001319	1	000364	0000501	15657	261297837	1
1	580318717860532224	0	1	1	0	0	0	00003200	0000271	0006280	1	002151	0000204	00000	6591312	0
1	580318717860532224	1	2	1	0	0	0	00000521	0000020	0015607	1	001532	0000219	68214	2459278543	1
1	580318938996740096	0	1	1	0	1	0	00044674	0000957	0013877	1	000733	0000486	00000	26738483	1
1	580318938996740096	1	2	1	0	1	0	00015386	0000774	0029625	1	000966	0002951	68085	25475608	0
1	580318938996740096	1	3	1	0	0	0	00000045	0000001	0000361	1	000604	0000089	49583	2733817785	0
1	580318938996740096	1	4	1	0	0	0	00000192	0000002	0008494	1	001291	0002703	03911	282062693	0
1	580318938996740096	1	5	1	0	0	0	00000521	0000020	0015607	1	001532	0000219	62833	2459278543	1
1	580319005703069696	0	1	1	0	0	0	00044744	0001549	0032864	1	002245	0003022	00000	51381252	1
1	580319005703069696	1	2	1	0	0	0	00000253	0000001	0002002	1	000100	0000128	14820	2893235717	1
1	580319005703069696	1	3	1	0	0	0	00000517	0000020	0015607	1	001531	0000219	79660	2459278543	1
1	580319078155468800	0	1	1	0	1	0	14134290	0105859	0023811	1	000003	0000000	00000	5402612	1
1	580319078155468800	1	2	1	0	0	0	00000731	0000008	0001689	1	000333	0000677	18974	299273094	0
1	580319078155468800	1	3	1	0	0	0	00000650	0000015	0012541	1	000289	0002701	33539	83957393	0
1	580319078155468800	1	4	1	0	0	0	00004396	0000125	0028381	1	000999	0001634	83332	44895863	0
1	580319078155468800	1	5	0	0	0	0	00000062	0000002	0000730	1	000180	0000154	81705	2956629112	0
1	580319078155468800	1	6	1	0	0	0	00001423	0000029	0003358	1	000448	0000510	03148	27660372	0
1	580319078155468800	1	7	1	0	0	0	00001479	0000008	0057502	1	001998	0003806	76923	228332540	0
1	580319078155468800	1	8	1	0	1	0	00082190	0003050	0031742	1	000110	0000003	74338	61171601	0
1	580319078155468800	1	9	0	0	0	0	00000724	0000047	0008071	1	000594	0000271	80498	27864572	0
1	580319078155468800	1	10	1	0	0	0	00001018	0000011	0005689	1	001085	0004184	50886	634380003	0
1	580319078155468800	1	11	1	0	0	0	00000464	0000015	0010890	1	000970	0009375	71932	97639418	1
1	580319078155468800	1	12	1	0	0	0	00001240	0000018	0005295	1	000767	0000187	60387	2090971	0
1	580319078155468800	1	13	1	0	0	0	00002489	0000076	0009514	1	000862	0000172	83350	56698300	0
1	580319078155468800	1	14	1	0	0	0	00000557	0000010	0016848	1	000409	0019805	04495	59162656	0
1	580319078155468800	1	15	1	0	0	0	00000256	0000007	0000550	1	000667	0000017	74044	216657384	0
1	580319078155468800	1	16	1	0	0	0	00046534	0000236	0010475	1	000247	0000230	15594	27071062	0
1	580319078155468800	1	17	1	0	0	0	00000916	0000009	0007231	1	002001	0008227	74899	20978217	1
